accuracy,inducer,response_time,subject_nr,valid
0,1,380.19160000095144,2,1
1,1,509.84799999790266,2,1
1,1,424.69810000341386,2,1
0,1,683.9569000005722,2,1
1,1,396.5635999995284,2,1
1,1,300.47179999761283,2,1
1,1,561.7299000001512,2,1
1,1,544.3573999982327,2,-1
1,1,505.6326999985613,2,-1
0,1,284.22990000015125,2,1
0,1,688.1758999987505,2,-1
1,1,512.7525999997742,2,1
0,1,852.018699999433,2,1
0,1,821.9026000006124,2,-1
1,1,411.15400000149384,2,1
1,1,567.7632000003941,2,1
0,1,656.3319000015035,2,-1
0,1,660.2325000017881,2,1
0,1,2000.0313000022434,2,1
1,1,736.087299999781,2,1
1,1,384.0116000031121,2,1
1,1,575.2298999978229,2,-1
1,1,511.8824999993667,2,1
0,1,449.78509999765083,2,1
1,1,512.4076000032946,2,1
0,1,388.9603999997489,2,1
1,1,548.9227999970317,2,1
1,1,451.53929999656975,2,1
1,1,434.1255999971181,2,1
1,1,466.0446000015363,2,-1
0,1,548.7012999984436,2,-1
1,1,486.59459999902174,2,1
1,-1,619.6239999989048,2,-1
1,-1,489.5624000020325,2,1
1,-1,568.784500002861,2,1
0,-1,618.0566999972798,2,1
1,-1,477.24910000059754,2,1
0,-1,712.5343999979086,2,-1
1,-1,483.1333999973722,2,-1
1,-1,574.4259999990463,2,1
1,-1,389.07779999868944,2,1
1,-1,524.9666000017896,2,-1
1,-1,574.2812000028789,2,-1
1,-1,429.5292000020854,2,1
1,-1,331.41510000126436,2,1
1,-1,554.7131999991834,2,1
1,-1,684.0181000009179,2,-1
0,-1,575.8700999976136,2,1
1,-1,452.4964999980293,2,1
0,-1,329.7835000013001,2,1
1,-1,379.68329999782145,2,1
0,-1,500.9680000003427,2,-1
1,-1,430.9424999994226,2,-1
1,-1,508.1785999974236,2,1
0,-1,573.4239000012167,2,-1
1,-1,350.08050000015646,2,1
1,-1,486.54069999977946,2,1
0,-1,299.2479999996722,2,1
0,-1,533.85120000178,2,-1
0,-1,336.45199999958277,2,1
1,-1,353.7572999992408,2,1
1,-1,346.95150000369176,2,1
1,-1,884.2470000018366,2,-1
1,-1,376.16590000130236,2,1
0,-1,346.122599999886,2,1
0,-1,830.6787000000477,2,1
1,-1,532.5869000009261,2,1
1,-1,430.4584999992512,2,1
1,-1,397.7875000014901,2,1
0,-1,332.44639999978244,2,1
0,-1,502.3531999979168,2,-1
0,-1,490.2988000032492,2,-1
1,-1,381.5598999974318,2,1
0,-1,444.1320999977179,2,-1
1,-1,376.76939999777824,2,-1
1,-1,427.3529999991879,2,-1
1,-1,320.6221000002697,2,1
0,-1,426.47569999843836,2,1
0,-1,615.8494999981485,2,1
1,-1,629.7703999988735,2,1
1,-1,475.64079999923706,2,1
1,-1,510.9849000000395,2,1
0,-1,458.21639999886975,2,1
1,-1,590.1784000014886,2,1
0,-1,890.1047999970615,2,1
0,-1,746.6717999996617,2,1
1,-1,672.6095000011846,2,1
0,-1,738.5782999987714,2,1
0,-1,683.177599999588,2,1
0,-1,638.4200999997556,2,1
0,-1,812.3688000016846,2,-1
1,-1,705.6069000028074,2,1
0,-1,854.2626000014134,2,1
1,-1,1007.4797999984585,2,1
1,-1,438.0731000020169,2,-1
1,-1,595.9991000019945,2,1
1,-1,538.6283000009134,2,1
1,-1,612.5548000019044,2,1
0,-1,711.1716000000015,2,1
1,-1,398.4749000011943,2,-1
1,-1,442.3267999989912,2,1
1,-1,398.96360000083223,2,1
1,-1,676.8560999990441,2,1
0,-1,600.8180999998003,2,1
0,-1,394.111900000833,2,1
0,-1,1041.3478000010364,2,1
0,-1,1671.8881999985315,2,-1
0,-1,515.1274999990128,2,1
1,-1,567.0885000000708,2,1
1,-1,659.0017999988049,2,1
1,-1,537.5750000020489,2,1
1,-1,648.233399999328,2,-1
0,-1,638.7676999983378,2,1
1,-1,923.2952999989502,2,1
1,-1,593.8616999988444,2,1
1,-1,737.7823999994434,2,-1
1,-1,566.2790999994613,2,1
0,-1,658.9414000012912,2,1
0,-1,611.4957999996841,2,1
1,-1,551.4272999973036,2,1
1,-1,449.9953000009991,2,1
1,-1,514.5500999968499,2,-1
0,-1,1226.0548999984749,2,1
1,-1,488.26850000116974,2,1
1,-1,621.8205999974161,2,-1
1,-1,539.0264999987558,2,1
0,-1,523.6910999994725,2,1
1,-1,989.0736999986693,2,1
1,1,484.1610000003129,2,1
0,1,547.4273000000976,2,1
0,1,728.0025999969803,2,1
1,1,589.9314999990165,2,1
1,1,404.5076000010595,2,1
1,1,657.7824000017717,2,1
1,1,613.7176000010222,2,1
0,1,490.31910000089556,2,1
1,1,484.895600002259,2,1
0,1,544.161900001578,2,1
0,1,564.0831999992952,2,1
0,1,701.3474000012502,2,1
0,1,488.6389999995008,2,1
1,1,572.5780999995768,2,-1
1,1,676.5025000022724,2,1
0,1,679.775100001134,2,-1
0,1,550.9980999995023,2,-1
0,1,605.6049000006169,2,1
1,1,515.498900000006,2,1
1,1,436.0930000003427,2,1
1,1,518.0725999996066,2,1
1,1,399.9896999998018,2,1
0,1,647.2598000001162,2,-1
0,1,513.846899997443,2,1
1,1,491.7472000019625,2,1
1,1,404.95370000228286,2,1
1,1,404.2819999996573,2,1
1,1,572.1808999981731,2,1
1,1,700.8177999993786,2,-1
1,1,585.3858000012115,2,-1
1,1,434.64339999947697,2,1
1,1,457.2064000023529,2,1
1,1,445.8283999990672,2,-1
0,1,498.40659999940544,2,1
1,1,421.70180000178516,2,1
1,1,536.9376999987289,2,1
0,1,482.9079000009224,2,-1
1,1,526.8208999987692,2,1
0,1,367.40130000188947,2,1
1,1,451.3527999985963,2,-1
1,1,495.2880000015721,2,1
0,1,412.55420000012964,2,-1
0,1,515.1662999996915,2,1
1,1,331.71919999923557,2,1
1,1,522.3051999993622,2,-1
0,1,506.25920000020415,2,1
0,1,492.2189999995753,2,1
0,1,378.7761999992654,2,1
1,1,626.0804999982938,2,-1
1,1,512.0219999989495,2,1
1,1,536.5813000025228,2,1
1,1,362.5567999985069,2,1
1,1,502.45150000043213,2,1
0,1,273.7494000028819,2,1
1,1,157.67010000161827,2,1
0,1,486.2785000000149,2,-1
0,1,377.5590999973938,2,1
1,1,448.80840000044554,2,1
1,1,422.7231000009924,2,-1
0,1,260.6532999994233,2,1
1,1,273.281000001356,2,1
1,1,378.57330000028014,2,-1
0,1,369.11370000243187,2,-1
1,1,446.4028000002727,2,1
0,1,266.9744000006467,2,1
0,1,759.5623999983072,2,1
1,1,536.1948000034317,2,-1
1,1,441.43379999883473,2,1
0,1,518.0672999992967,2,1
0,1,793.3271999973804,2,1
1,1,526.5674000000581,2,1
1,1,643.2074999976903,2,-1
1,1,431.7703999988735,2,1
1,1,531.7055000020191,2,1
1,1,537.67409999948,2,1
0,1,883.6290000006557,2,-1
1,1,944.1646999986842,2,1
0,1,923.4413999989629,2,1
0,1,573.4602999985218,2,-1
1,1,411.2868000017479,2,1
0,1,575.8747000005096,2,-1
1,1,639.1728000016883,2,1
1,1,316.4111999971792,2,-1
1,1,334.31359999999404,2,1
1,1,640.2474000025541,2,1
1,1,274.89479999709874,2,1
1,1,600.1399999987334,2,1
0,1,300.79109999816865,2,1
0,1,548.0133000025526,2,-1
0,1,361.21740000136197,2,1
1,1,252.47939999774098,2,1
1,1,525.76870000083,2,1
1,1,374.3548000026494,2,1
0,1,486.3222999991849,2,-1
1,1,1098.2327999994159,2,1
1,1,472.8370000012219,2,1
1,1,581.1231999977026,1,1
1,1,631.105500000529,1,1
1,1,424.36979999917094,1,1
1,1,665.5897999990266,1,1
1,1,584.1923000008101,1,1
0,1,510.745000003255,1,1
1,1,628.712600002531,1,1
0,1,438.65440000081435,1,1
1,1,381.2228999994695,1,1
0,1,637.2053999984637,1,-1
0,1,473.823399999761,1,1
1,1,332.38450000144076,1,1
0,1,350.30120000010356,1,1
1,1,391.5877000000328,1,1
0,1,606.890699997195,1,-1
1,1,526.1237000013934,1,-1
1,1,339.38340000156313,1,1
0,1,297.23069999809377,1,1
0,1,464.5391000013333,1,1
1,1,413.1472000008216,1,1
0,1,412.4119999977993,1,1
1,1,448.30670000007376,1,1
1,1,435.57099999813363,1,1
0,1,344.2269999977434,1,1
1,1,438.12049999902956,1,1
1,1,572.7260000021197,1,1
1,1,604.6666000002297,1,1
1,1,532.6076000019675,1,-1
0,1,574.5210999994306,1,-1
0,1,359.115499999607,1,1
1,1,567.7355000006501,1,1
1,1,578.3258999979589,1,-1
1,1,559.5479000003543,1,-1
0,1,604.1808000006713,1,-1
1,1,547.475300001679,1,-1
1,1,482.087199998321,1,-1
0,1,559.2905999983195,1,1
1,1,679.8683000016026,1,1
1,1,889.8319000001065,1,1
1,1,573.7179999996442,1,-1
1,1,634.3534000008367,1,-1
1,1,437.6320000011474,1,1
1,1,623.5301999987569,1,1
1,1,750.8103000000119,1,-1
1,1,559.404799998505,1,1
1,1,522.6287999975029,1,1
1,1,1177.8639999974985,1,1
0,1,609.1445000020321,1,1
1,1,743.0550999997649,1,1
1,1,578.2872999988031,1,1
1,1,627.5368999994826,1,1
1,1,356.1343000002671,1,1
0,1,568.0463999998756,1,1
1,1,551.3396999996621,1,1
1,1,583.9325000015087,1,1
0,1,562.4935999985319,1,1
0,1,555.102600003127,1,1
1,1,564.9914000022691,1,-1
1,1,617.6228000004776,1,1
0,1,638.1748999992851,1,-1
1,1,728.1174000019673,1,1
0,1,675.3921999989543,1,-1
0,1,666.6569000009913,1,1
1,1,636.5193000021391,1,1
